"\",\"Y","predictedY","Pearson Correlation","rounded Correlation"
"1",0.49442109216837,0.676182335305418,0.963001574264073,0.963
"2",-0.236854035345869,-0.055397308661489,0.963001574264073,0.963
"3",0.695417893065042,0.876686781380735,0.963001574264073,0.963
"4",-0.688851358125011,-0.507347834743434,0.963001574264073,0.963
"5",-0.5253660573085,-0.344449190498762,0.963001574264073,0.963
"6",0.878945497300146,1.06053346042363,0.963001574264073,0.963
"7",-1.18710804191598,-1.00614951925526,0.963001574264073,0.963
"8",1.68519513813341,1.50394693681978,0.963001574264073,0.963
"9",-0.545109448323138,-0.726196166907373,0.963001574264073,0.963
"10",0.386446970258203,0.514682110288874,0.963001574264073,0.963
"11",0.8273091287248,0.645838493292308,0.963001574264073,0.963
"12",-0.180246080935406,-0.36139767413216,0.963001574264073,0.963
"13",0.543081572945381,0.361939201778828,0.963001574264073,0.963
"14",-0.0330813043676878,0.147925313369669,0.963001574264073,0.963
"15",2.96784594002099,2.78637116191486,0.963001574264073,0.963
"16",0.746553031235011,0.927663498391387,0.963001574264073,0.963
"17",0.306859390334368,0.303666109323103,0.963001574264073,0.963
"18",-0.440354567553252,-0.621972845553508,0.963001574264073,0.963
"19",-0.391533430877089,-0.209850252032423,0.963001574264073,0.963
"20",-0.762824360042076,-0.581456711873241,0.963001574264073,0.963
"21",-0.564950057048822,-0.746142556492076,0.963001574264073,0.963
"22",-0.360931892155952,-0.17939889570136,0.963001574264073,0.963
"23",-0.968202845005667,-0.787289503865224,0.963001574264073,0.963
"24",-0.226887339102941,-0.0451646886144315,0.963001574264073,0.963
"25",-0.313068447429857,-0.131405739924585,0.963001574264073,0.963
"26",-0.566941314803803,-0.558280656416263,0.963001574264073,0.963
"27",-0.225563201602288,-0.044326543595401,0.963001574264073,0.963
"28",-0.238246884121066,-0.231162196985397,0.963001574264073,0.963
"29",-0.397924221135428,-0.578868047372916,0.963001574264073,0.963
"30",-1.16432896082368,-0.983068991418573,0.963001574264073,0.963
"31",-1.11139255405341,-0.930392792633947,0.963001574264073,0.963
"32",-0.267088360747668,-0.0857933539081173,0.963001574264073,0.963
"33",1.66366845340079,1.4820007394638,0.963001574264073,0.963
"34",0.480364872213999,0.298775305429987,0.963001574264073,0.963
"35",0.0295716209098532,-0.151874838234067,0.963001574264073,0.963
"36",-0.921432577687807,-0.739697808908836,0.963001574264073,0.963
"37",0.831959906358057,0.650495471168626,0.963001574264073,0.963
"38",-0.680509737683248,-0.603274681310074,0.963001574264073,0.963
"39",0.934006315373022,0.234865168334613,0.963001574264073,0.963
"40",0.847068006912865,0.442860088686377,0.963001574264073,0.963
"41",-0.0045139125525131,-0.152418759560856,0.963001574264073,0.963
"42",0.470866556924202,0.289566871373778,0.963001574264073,0.963
"43",-0.913921772129251,-0.732688706145531,0.963001574264073,0.963
"44",0.0739569966421482,0.255379600487819,0.963001574264073,0.963
"45",1.99480166008586,1.81339918051245,0.963001574264073,0.963
"46",-0.0512283493267164,0.130295020124226,0.963001574264073,0.963
"47",2.51220587278596,0.522509914613274,0.963001574264073,0.963
"48",-0.429618478387718,-0.248064928925986,0.963001574264073,0.963
"49",-1.18852156110943,-1.00694725100371,0.963001574264073,0.963
"50",-0.380623148564412,-0.562181924724182,0.963001574264073,0.963
"51",-0.305732545923963,-0.124121451751048,0.963001574264073,0.963
"52",-0.737677023370627,-0.556291291905918,0.963001574264073,0.963
"53",-0.800760666400127,-0.61981223734427,0.963001574264073,0.963
"54",1.15603258958434,0.974398429761826,0.963001574264073,0.963
"55",-0.53991808148849,-0.721014080938843,0.963001574264073,0.963
"56",-0.0973726556442746,-0.278726032943469,0.963001574264073,0.963
"57",0.0218784444885293,-0.159706611566648,0.963001574264073,0.963
"58",0.915957276037649,0.734549746836374,0.963001574264073,0.963
"59",-1.23368565221511,-1.05189163237232,0.963001574264073,0.963
"60",-1.16422416407246,-0.463049709582861,0.963001574264073,0.963
"61",-1.07443646640652,-0.893129843325415,0.963001574264073,0.963
"62",-1.22781910696143,-1.04608116515134,0.963001574264073,0.963
"63",0.176204529991076,-0.00542392543888639,0.963001574264073,0.963
"64",-0.00604240258422836,0.175231797067795,0.963001574264073,0.963
"65",-0.135528829965769,-0.252581735536177,0.963001574264073,0.963
"66",-0.497988237995006,-0.636137632935392,0.963001574264073,0.963
"67",-0.00127447805808138,-0.182546697316723,0.963001574264073,0.963
"68",-0.684120209952307,-0.502656950436272,0.963001574264073,0.963
"69",-0.584756436755769,-0.403556893638306,0.963001574264073,0.963
"70",-0.872529391855748,-0.691045179767051,0.963001574264073,0.963
"71",-0.86853432764323,-0.686856998885954,0.963001574264073,0.963
"72",0.444500213085602,0.26323669316637,0.963001574264073,0.963
"73",-0.779695240385606,-0.598565811308752,0.963001574264073,0.963
"74",-0.869108014756965,-1.05046699489843,0.963001574264073,0.963
"75",0.923512439982621,0.742328256802634,0.963001574264073,0.963
"76",0.221217756965736,0.402899964989015,0.963001574264073,0.963
"77",-0.404820673447862,-0.223261848194063,0.963001574264073,0.963
"78",-0.207347832130786,-0.251714919792466,0.963001574264073,0.963
"79",2.39386714552745,2.21214236186252,0.963001574264073,0.963
"80",2.54069701952377,2.35899246614319,0.963001574264073,0.963
"81",-1.15447574293181,-0.972684235355384,0.963001574264073,0.963
"82",0.311956431540414,0.130809026037799,0.963001574264073,0.963
"83",-1.26774470892458,-1.08654817170639,0.963001574264073,0.963
"84",4.3528107396286,4.17136292838736,0.963001574264073,0.963
"85",-0.594312026213182,-0.412686964681331,0.963001574264073,0.963
"86",-1.16106393430609,-0.97949761675919,0.963001574264073,0.963
"87",-0.115410751685006,-0.296872381740701,0.963001574264073,0.963
"88",-0.360114878577934,-0.178719216750565,0.963001574264073,0.963
"89",-0.0252400798000482,0.156203132917181,0.963001574264073,0.963
"90",0.0661077571212538,-0.115663247364498,0.963001574264073,0.963
"91",-0.132201039906653,0.0492166679807337,0.963001574264073,0.963
"92",0.063574383835999,-0.117799723197382,0.963001574264073,0.963
"93",1.08582500453381,0.904184767757496,0.963001574264073,0.963
"94",1.16586728945794,0.984245047824982,0.963001574264073,0.963
"95",-0.926833991549459,-0.745094647548253,0.963001574264073,0.963
"96",-1.20072454798659,-1.01906877513185,0.963001574264073,0.963
"97",0.531280454420106,0.34970178241014,0.963001574264073,0.963
"98",0.835216631764498,0.653678005623974,0.963001574264073,0.963
"99",-0.52298064641428,-0.704396152121951,0.963001574264073,0.963
"100",-0.507132031746967,-0.325443381742054,0.963001574264073,0.963
"101",-0.494638127390354,-0.676286528556662,0.963001574264073,0.963
"102",0.94641722243113,0.764836624636179,0.963001574264073,0.963
