"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",-0.338092198702277,4.41117237482363,-0.280036415501212,-0.310323678858325,-0.335412633756828,-0.332876828894304,-0.308768837246441,-0.303280812392448,-0.316829983918339,-0.305096230605704,-0.292362857273467,-0.254740302421932,-0.333299899864484,-0.319132654133435,-0.304078062512994,-0.135302511392183,0.672789367189439,0.614292019030461,-0.330584253189969,-0.331825548792665,-0.0788675373564952,-0.243139088951561,-0.244203425278463
"2",-0.41858189384969,-0.337908414006671,-0.288521980593818,4.5144920741681,-0.272324692655608,-0.185228093889963,-0.22801118425704,-0.164047611906202,-0.322682569992118,-0.106086852483393,-0.306622297674327,-0.290279956320629,-0.331878192065839,-0.30210530045975,-0.0286492232896383,-0.233088219657008,-0.149327055916245,0.486738469257645,-0.278708852538388,-0.0498389497990663,-0.276950281929379,-0.230002625569244,-0.200386294571731
"3",-0.82717562040024,-0.454597031530944,-0.265349098636484,-0.769115406738181,1.04120637729985,2.34863664004113,0.803637529427747,-0.231060732024686,1.13409896562471,2.71423644079965,-0.339302513508508,0.0746719550848549,-0.147934603926155,-0.498078594598692,-0.750682201574404,-0.782719778763193,-0.796816312326813,-0.728583858453903,-0.790839253374503,-0.652372700861673,-0.706828979911882,0.401858734880942,0.223110043471376
"4",-0.282032234321553,-0.253332629879078,-0.247920405092991,-0.228564881301566,-0.2593061334845,-0.210662000948353,-0.241570677515633,-0.259260245189012,-0.254437092477387,-0.219624127145414,-0.187785905065262,-0.247903113102133,-0.259260245189012,-0.248887596145306,-0.258370422644367,4.54747041933349,-0.135012976472009,-0.2476848594848,0.376104137887473,-0.257466032997415,-0.234300907454774,-0.163899545545465,-0.226292525764931
"5",-0.550288485238848,-0.400470789099604,-0.0673813958928098,-0.271623674190031,-0.475539045711956,-0.365701301081703,-0.412517789243115,-0.490013615199347,-0.373896797303329,-0.312013405276025,-0.428517131382775,-0.466892324905246,-0.492336404509838,-0.423765676491063,2.8665853325578,-0.28606396198613,1.36058086344455,2.91190953842789,0.447464442974923,-0.486267279751074,-0.47126205428887,-0.336658046564259,-0.475330999289124
"6",-0.534112380296493,3.78897601118027,2.01119612384234,0.171484447575839,-0.503523371519622,-0.464706494214262,-0.506777642989769,-0.520237286914522,-0.499966821865132,-0.387160705751524,-0.499767182576857,-0.121611678890616,-0.343277236741198,-0.423928897980053,-0.431402502347829,0.0594472635446138,0.251704030101465,-0.470895896057628,-0.435305727773716,-0.246195219309858,-0.293060879858164,0.665801740794336,-0.266679691951615
"7",-0.494693104770558,-0.324135458168553,-0.348963125569908,-0.438963525443212,-0.478339855270359,-0.461168417820268,-0.477008955275142,-0.484983572555998,-0.466944449115437,-0.425386223404299,-0.389898605893907,-0.467161905182395,-0.476552729108683,-0.449198919310264,1.60956666964698,3.5274580762044,1.86500484497007,-0.421543792313384,0.343660952459524,-0.154463596579446,0.242161564146347,-0.416664378830604,-0.411781492814902
"8",-0.644793516039011,0.302420983564756,0.021167124033587,-0.201023202428364,-0.424864287403311,-0.166674161552226,-0.319802070541282,-0.347637093855107,-0.473763317120764,-0.187420923931163,-0.264578204031831,-0.501618832676783,-0.365806761986764,-0.337940111251038,-0.402653935716087,-0.495278885636772,-0.488193734708,-0.380671961777965,-0.411997168629049,3.83348207716354,2.12431271200652,-0.0160801557764082,0.149415428293516
"9",-0.820782929964901,-0.417170012718467,-0.396972066211964,-0.584407880645042,-0.065494489663502,-0.765344286247204,-0.324536741269595,-0.709459776559051,-0.748309300419316,-0.646297714694989,1.19280007562792,0.834650840490975,1.17750042376902,-0.265252560076877,-0.709301540109042,-0.160814687278286,-0.521964225444258,-0.681549358684674,-0.760445129532094,3.10749073075036,1.62626064926815,0.844427162852577,-0.205027183239743
"10",-0.5611638316318,-0.557540438618692,-0.558768197012197,-0.558229082426502,-0.32237583416074,-0.330294155189226,-0.553909307281881,-0.552490446330401,-0.559175277755587,-0.555808711287304,-0.209775618652096,-0.530822069274481,-0.557836176175615,2.26662942466797,0.0370265658171999,-0.0382403895914172,3.23334660210998,0.509609542461287,-0.556608092637648,0.0402508920087942,-0.018150386085377,-0.54867289758819,1.48299788463392
"11",-0.651561491135388,-0.389398771365004,3.12691763496605,0.530561288002303,-0.417349920760985,-0.615587963337135,-0.454245513580174,2.10233180712862,0.268369826348987,-0.399679745996039,-0.32290170803178,-0.590414786450676,-0.550944471911813,-0.215585177545725,-0.511313170204118,1.81333792840325,-0.539430603071515,-0.515484545597552,0.0941489024051405,-0.585200871316515,-0.611375549913434,-0.565130004083943,-6.30929525521605e-05
"12",-0.260970957922275,-0.265535829598646,-0.263028251713289,-0.270750316242807,-0.269592826565552,-0.255102241686842,-0.265905341907988,-0.277076784255108,-0.264019943269089,-0.248790798825343,-0.261873965137741,-0.235927487188661,-0.269590605556185,-0.269550115604481,-0.27479685105707,-0.27679185037981,0.424377753416979,4.51168679726876,-0.235654540439406,-0.267341253537912,-0.268140930668609,0.300482548295553,-0.236106207424476
"13",-0.718945998476584,1.35693519271627,2.08548113302677,-0.516056077553334,-0.645992783607649,-0.650361212495002,-0.583931448831185,-0.668800198506314,-0.696832457705572,-0.571125609297255,-0.223677140550472,-0.554805320653049,-0.595583965179279,1.56597721147096,0.180148905144378,-0.640620071193117,-0.448506970726072,-0.599673966939469,-0.652485110587744,0.00860218489921666,-0.0498376654858079,0.962488489770607,2.6576028807597
"14",-0.330348625002308,0.0731046449183128,-0.00208278403919667,4.56803681723349,-0.250052884900651,-0.245876090588653,-0.218641146716424,-0.246203992738524,-0.269923218542444,-0.22854030668487,-0.171662760174128,-0.261444725742444,-0.258932533403987,-0.197525051884527,-0.232987203004821,-0.256118859771844,-0.260116602583113,-0.212276299389005,-0.2589870704225,-0.266238614515116,-0.234791484080465,-0.164388333830665,-0.0740028741361176
"15",-0.472268542251292,-0.365091126446654,-0.402955913618148,3.97790620185372,0.0860868382026797,-0.387313152661661,0.0817026806195492,1.23502126001126,1.27376431091962,-0.232370864578604,-0.23669157096367,-0.652619406901623,-0.301178758195013,-0.494893896398187,-0.0259013957020528,-0.404931781410804,-0.601795646006599,-0.474480546015932,-0.597422436597166,-0.149796895584625,-0.193358047891624,-0.538967724459107,-0.122443585924073
