"","Mix1","Mix2","Mix3","Mix4","Mix5"
"1",-0.309267598797622,-0.285025527930434,-0.360580436257763,-0.0273471097227246,-0.1476762520564
"2",-0.461859022002369,-0.498604283997921,-0.472182882120005,-0.581013228465322,-0.612011460688494
"3",-0.452213045862219,-0.486769034182152,-0.460876376349026,-0.541354354057518,-0.571273385531703
"4",-0.413086470224716,-0.44462218678311,-0.494374057429952,-0.511194748576086,-0.610488077083887
"5",-0.413533909531382,-0.420861700895389,-0.48025570298667,-0.53568139163574,-0.606624639389995
"6",-0.0445378552678243,-0.012191113876345,-0.165718872507124,-0.249773406740434,-0.329849093825865
"7",-0.466695850323033,-0.482862008525629,-0.440818196057493,-0.580027548694442,-0.501932041212753
"8",0.258506959627302,0.467357351652997,0.890364184144762,0.37011276816266,2.12248388180106
"9",-0.0605670683042527,-0.132677270653989,-0.431150438071154,-0.0892925230256087,-0.46230562362978
"10",-0.237955050148654,-0.132820301354553,0.230350210975314,-0.224096704062175,0.987865767376471
"11",-0.431096632044847,-0.467763373549508,-0.463633264346881,-0.468998605515976,-0.537505898636853
"12",-0.0937574241815343,-0.090412074790424,0.410033603246299,0.343518368149209,0.40169245975203
"13",-0.176869105909761,0.121275084937575,0.787373327306268,0.733816361047119,2.43434271940977
"14",0.471545876139778,0.158292906893841,-0.125931858929258,0.211042165887292,-0.117270493379148
"15",-0.477680559385671,-0.432422087818141,-0.443265937762604,-0.501849803800256,-0.335762758206294
"16",0.0968542764378496,-0.068405893613585,-0.202681085012732,0.57044948596852,0.2558761358495
"17",-0.130309153948221,-0.0126110337263993,-0.431909652496639,-0.287622724961289,-0.554883708955428
"18",-0.445248040290814,-0.487408713389266,-0.482844085095632,-0.565783265165279,-0.620277909756552
"19",-0.210272653544243,-0.157210820242455,-0.375329440473571,-0.28013136364527,-0.365569390569279
"20",-0.364120997040281,-0.205521152210066,-0.00466636542419228,0.433382983841465,1.09140854114375
"21",0.755102852664964,0.715555073806706,2.12504157344592,0.193256564537818,0.286564258818537
"22",0.142954231955415,0.395834879151626,0.505950611104564,-0.267865003470427,0.540221708346594
"23",-0.467577657125449,-0.498368153993661,-0.415786381524677,-0.587352921478044,-0.541084716049684
"24",-0.391096841750386,-0.253048467149038,0.135908006276915,1.618121112772,2.71909702928207
"25",-0.45776586533316,-0.488487262714148,-0.426946700401322,-0.48531894400969,-0.39956654620952
"26",-0.460021914359956,-0.477839383335363,-0.380489222721891,-0.57842309743615,-0.484458813151942
"27",-0.456264787771342,-0.481352890901294,-0.385107042896252,-0.5624119659835,-0.559151471970844
"28",-0.445169797572707,-0.451047143179161,-0.335835959888783,-0.565891821965564,-0.504018750523595
"29",0.239518129608882,0.50739323562306,-0.210946984708438,-0.0282251966427698,-0.28649363477809
"30",-0.401418200588883,-0.385483748502799,-0.19653312599085,-0.252820064530559,-0.16392174304339
"31",-0.468109165479604,-0.513477279329024,-0.495025683261518,-0.581149581095862,-0.628843031998506
"32",-0.453763094570768,-0.47715800639847,-0.397146587401886,-0.456676431881401,-0.456428822061451
"33",0.474221214308423,0.510437849865629,-0.256702618565998,0.303344000789882,-0.506806713743393
"34",1.56341025494425,0.733573017704961,-0.476899645344347,1.55426529922052,-0.486511479425197
"35",-0.464007563136964,-0.500600979598916,-0.462158184431177,-0.574258772555761,-0.594574324268022
"36",0.909371966524397,0.8895745284121,0.314096841441378,-0.00203225677990124,-0.31718047354732
"37",-0.105654401204968,0.250890233203742,0.539286998947195,2.54936422422642,3.9700426895663
"38",-0.244022527128705,-0.279790103964589,-0.447904369186446,-0.318243975138625,-0.521510812234946
"39",-0.328193787533507,-0.369475460317402,-0.463312010558554,-0.431095796732662,-0.579653994890344
"40",-0.468921765139856,-0.513517048782346,-0.479397417711213,-0.584475173787547,-0.616902507610528
"41",-0.267659291766269,-0.315635209702862,-0.162494174910882,-0.392441193402156,-0.299116244162698
"42",0.274108353696267,0.435805207670149,0.123095410353339,0.456982138423731,0.509588628890544
"43",0.139715604616296,-0.234296633615558,-0.489735293958698,0.00572579278627287,-0.62619096309505
"44",-0.361876659449971,-0.331835440044756,-0.310626549991686,-0.00326654354975701,0.0697464417670001
"45",-0.458652055018868,-0.443256217105633,-0.339310599816624,-0.43872985523263,-0.457377477808626
"46",0.0797994452830823,0.0857014168971552,-0.291335336537694,0.155566653036166,-0.230239155397407
"47",-0.476268023545585,-0.527559148120367,-0.488602599546897,-0.589766453300107,-0.627581899568149
"48",-0.420374005383412,-0.411941679429866,-0.279085933038937,-0.263050480050942,-0.180792526373343
"49",-0.477508259063588,-0.526970379326377,-0.490413987094056,-0.43055402029375,-0.428464771742183
"50",-0.12745816119153,-0.076660619051744,-0.410920714982154,-0.27207773427022,-0.544795088351536
"51",-0.365072873659234,-0.234008426982224,-0.176285652329953,-0.34658043380338,0.205269104023845
"52",-0.285323044829526,0.07199172291792,0.186006739532378,1.14073269632449,1.95495542363402
"53",-0.357367606846729,-0.221656607934234,0.27517280258099,1.65628992779572,2.63898004328825
"54",-0.476379471706353,-0.516853050485241,-0.482277980182814,-0.508023002238638,-0.518661783309636
"55",-0.469220583511299,-0.526078841259537,-0.480800332224975,-0.575221029063686,-0.610577862117352
"56",-0.419982659725469,-0.373202946217406,-0.241131361644096,-0.283772436750101,-0.202116006286628
"57",-0.469115355270265,-0.502797950619812,-0.451266428537217,-0.512514119004694,-0.484293971403899
"58",-0.482041080737305,-0.531512620361422,-0.485915598419249,-0.589666139698951,-0.614410127251781
"59",-0.481028287318714,-0.532593112000314,-0.482929506637806,-0.499618193892519,-0.537497554508208
"60",-0.357422777404677,-0.339726434472865,-0.200028402728171,-0.202347753541185,0.631456053403875
"61",-0.405043834732278,-0.425356202549533,-0.338962668578066,-0.476380283830828,-0.179567833570128
"62",-0.431980727135477,-0.38493657641993,-0.348128938278421,-0.347723022647596,-0.0643248252990194
"63",-0.346856637395943,-0.412384090720299,0.0339419169805963,-0.315083833042578,1.07569647305486
"64",-0.181552445842742,0.598650467335993,0.765678453099843,-0.435534598482303,2.19798359575124
"65",-0.392425593207782,-0.378876838998343,-0.37616176165312,-0.15818624236323,-0.157594983795375
