"","Mix1","Mix2","Mix3","Mix4","Mix5"
"1",-0.456151363586832,-0.413601352600512,-0.172718704316792,-0.567952468785709,0.49442109216837
"2",-0.726397221291192,-0.75193607963122,-0.540385556523772,-0.929787531506813,-0.236854035345869
"3",-0.693145485872464,-0.608696335981804,-0.230090708061002,-0.346480549379072,0.695417893065042
"4",-0.185832627401985,-0.273686265536345,0.515069687549485,-0.675646436186817,-0.688851358125011
"5",-0.519051737401658,-0.453920308311461,-0.386859819642909,-0.956439589580347,-0.5253660573085
"6",-0.809758956946392,-0.819711618176585,-0.59299545499335,0.192003739851297,0.878945497300146
"7",0.254164236237851,-0.263529112733467,-0.934365591746645,0.153119687372298,-1.18710804191598
"8",-0.654380225741493,-0.535629127317961,-0.368289478286054,0.759070448465141,1.68519513813341
"9",-0.447658846458575,-0.431388062865674,-0.600132829357107,-0.515054651591263,-0.545109448323138
"10",-0.752181680319678,-0.636478564714446,-0.565087495004047,-0.0986948701201295,0.386446970258203
"11",-0.791398667867346,-0.802015264330012,-0.515416719751604,0.215246074791511,0.8273091287248
"12",-0.78567709018648,-0.909532980963266,-0.649796602556037,-0.985192796923013,-0.180246080935406
"13",-0.695694831425975,-0.339588232929995,-0.242176037209716,-1.05853950764525,0.543081572945381
"14",-0.827623875785568,-0.863262605845475,-0.669533331474303,-0.608400210641877,-0.0330813043676878
"15",0.295171688334936,0.553403437066136,3.70750659739348,1.43564401051108,2.96784594002099
"16",0.295934931742687,0.0739454994196789,2.3928915685798,-0.589379274625283,0.746553031235011
"17",0.420945916816392,0.852402644515858,-0.0850287582215704,-0.060844238591772,0.306859390334368
"18",-0.654786797913812,-0.494694979535877,-0.741327725675031,-0.726979962115925,-0.440354567553252
"19",-0.712918700446587,-0.519107959888022,-0.757681184930879,-0.751539477962393,-0.391533430877089
"20",-0.571415856548434,-0.661056490235933,-0.830566379850023,-0.715738853769677,-0.762824360042076
"21",0.885924446042562,0.815649412405772,0.82762299421284,-0.454870692994341,-0.564950057048822
"22",0.433085984800845,0.699737115627605,2.12617503632287,-0.762317919709211,-0.360931892155952
"23",0.539867034452492,0.338320898514959,-0.381486270275642,-0.238681627096896,-0.968202845005667
"24",1.5032252053387,1.00208131682248,-0.03584050917429,1.48438405754902,-0.226887339102941
"25",-0.0614844496438442,0.415588547814488,-0.395068218527005,-0.38963261282872,-0.313068447429857
"26",1.52167375057173,1.14856021213053,0.678685450910097,-0.217911411440246,-0.566941314803803
"27",-0.354079604132669,-0.293789200585795,-0.276820017171863,-0.897711200745964,-0.225563201602288
"28",-0.540227292193468,-0.461612406431033,-0.539218351659368,-0.7487886757948,-0.238246884121066
"29",0.760832871371011,0.335536059568251,-0.00138657118561285,0.63124974511104,-0.397924221135428
"30",0.847859525074348,0.505144394602606,-0.863549927773634,0.757175438057102,-1.16432896082368
"31",-0.324791672294713,-0.868064461922334,-0.684274731385391,-0.697031085055154,-1.11139255405341
"32",-0.799989554716808,-0.897478905274196,-0.563974697143187,-0.758994474105045,-0.267088360747668
"33",-0.790607156088576,-0.623619506407556,-0.834059566967634,1.20442152184183,1.66366845340079
"34",-0.709901131838108,-0.56128480186053,-0.645980570109017,0.896192338918407,0.480364872213999
"35",-0.230472259848963,-0.394504780046642,1.2446022078737,-0.475506236044265,0.0295716209098532
"36",-0.417976135280343,-0.681071860574874,0.498316196008125,-0.967815190441205,-0.921432577687807
"37",-0.594545173301604,-0.251796017734595,-0.0773117265278844,-0.789912162612947,0.831959906358057
