"\",\"Y","predictedY","Pearson Correlation","rounded Correlation"
"1",-0.360580436257763,-0.194329193891523,0.803971359605456,0.804
"2",-0.472182882120005,-0.317581949207639,0.803971359605456,0.804
"3",-0.460876376349026,-0.273626341932701,0.803971359605456,0.804
"4",-0.494374057429952,-0.229194519615536,0.803971359605456,0.804
"5",-0.48025570298667,-0.292903308158745,0.803971359605456,0.804
"6",-0.165718872507124,-0.313591884730446,0.803971359605456,0.804
"7",-0.440818196057493,-0.253466428957868,0.803971359605456,0.804
"8",0.890364184144762,-0.192206690290224,0.803971359605456,0.804
"9",-0.431150438071154,-0.61847321170541,0.803971359605456,0.804
"10",0.230350210975314,0.361689103235451,0.803971359605456,0.804
"11",-0.463633264346881,-0.650611508372666,0.803971359605456,0.804
"12",0.410033603246299,0.222883253843516,0.803971359605456,0.804
"13",0.787373327306268,0.608621814885165,0.803971359605456,0.804
"14",-0.125931858929258,-0.312646785867233,0.803971359605456,0.804
"15",-0.443265937762604,-0.295044459527677,0.803971359605456,0.804
"16",-0.202681085012732,-0.367206609288534,0.803971359605456,0.804
"17",-0.431909652496639,-0.244692152699944,0.803971359605456,0.804
"18",-0.482844085095632,-0.295235067571216,0.803971359605456,0.804
"19",-0.375329440473571,-0.562645595775965,0.803971359605456,0.804
"20",-0.00466636542419228,-0.385949709653008,0.803971359605456,0.804
"21",2.12504157344592,1.93773943355258,0.803971359605456,0.804
"22",0.505950611104564,0.103974798486828,0.803971359605456,0.804
"23",-0.415786381524677,-0.320131193767739,0.803971359605456,0.804
"24",0.135908006276915,-0.0817596107767747,0.803971359605456,0.804
"25",-0.426946700401322,-0.240114602763246,0.803971359605456,0.804
"26",-0.380489222721891,-0.193095551119601,0.803971359605456,0.804
"27",-0.385107042896252,-0.198053025830351,0.803971359605456,0.804
"28",-0.335835959888783,-0.300253456554518,0.803971359605456,0.804
"29",-0.210946984708438,-0.121684446012697,0.803971359605456,0.804
"30",-0.19653312599085,-0.383597831780836,0.803971359605456,0.804
"31",-0.495025683261518,-0.307675318013171,0.803971359605456,0.804
"32",-0.397146587401886,-0.24743446999992,0.803971359605456,0.804
"33",-0.256702618565998,-0.44384432325845,0.803971359605456,0.804
"34",-0.476899645344347,-0.289782266451919,0.803971359605456,0.804
"35",-0.462158184431177,-0.196381152873815,0.803971359605456,0.804
"36",0.314096841441378,-0.235469662800487,0.803971359605456,0.804
"37",0.539286998947195,-0.258376237849465,0.803971359605456,0.804
"38",-0.447904369186446,-0.419787802980867,0.803971359605456,0.804
"39",-0.463312010558554,-0.650299373132245,0.803971359605456,0.804
"40",-0.479397417711213,-0.336609811025941,0.803971359605456,0.804
"41",-0.162494174910882,0.0245889687112105,0.803971359605456,0.804
"42",0.123095410353339,-0.0641908083806618,0.803971359605456,0.804
"43",-0.489735293958698,-0.302446840018437,0.803971359605456,0.804
"44",-0.310626549991686,-0.275079356137386,0.803971359605456,0.804
"45",-0.339310599816624,0.103291880305616,0.803971359605456,0.804
"46",-0.291335336537694,-0.329825771007339,0.803971359605456,0.804
"47",-0.488602599546897,-0.301817218309683,0.803971359605456,0.804
"48",-0.279085933038937,-0.0920080315407324,0.803971359605456,0.804
"49",-0.490413987094056,-0.302989222241539,0.803971359605456,0.804
"50",-0.410920714982154,-0.223673477696312,0.803971359605456,0.804
"51",-0.176285652329953,-0.314624824104161,0.803971359605456,0.804
"52",0.186006739532378,-0.24880767623296,0.803971359605456,0.804
"53",0.27517280258099,-0.158506409790622,0.803971359605456,0.804
"54",-0.482277980182814,-0.295334210860862,0.803971359605456,0.804
"55",-0.480800332224975,-0.299035458850145,0.803971359605456,0.804
"56",-0.241131361644096,-0.242138086486879,0.803971359605456,0.804
"57",-0.451266428537217,-0.264259165095016,0.803971359605456,0.804
"58",-0.485915598419249,-0.298846275214547,0.803971359605456,0.804
"59",-0.482929506637806,-0.295996340990999,0.803971359605456,0.804
"60",-0.200028402728171,-0.013007413733053,0.803971359605456,0.804
"61",-0.338962668578066,-0.151680457648071,0.803971359605456,0.804
"62",-0.348128938278421,-0.160949280962487,0.803971359605456,0.804
"63",0.0339419169805963,0.221026215401755,0.803971359605456,0.804
"64",0.765678453099843,0.578428814432694,0.803971359605456,0.804
"65",-0.37616176165312,-0.188872113205678,0.803971359605456,0.804
"66",-0.0014883014155409,0.185493725741402,0.803971359605456,0.804
"67",-0.309954472121009,-0.151194060581819,0.803971359605456,0.804
"68",7.85591711011997,2.5387007862347,0.803971359605456,0.804
"69",5.4959972991626,5.3092107904647,0.803971359605456,0.804
"70",-0.429689128002948,-0.364124776817451,0.803971359605456,0.804
"71",-0.207550213819406,-0.020415185992423,0.803971359605456,0.804
"72",0.608000115094404,0.421059791854699,0.803971359605456,0.804
"73",-0.450876470346545,-0.638269126032473,0.803971359605456,0.804
"74",-0.0928278355961593,-0.267484177264183,0.803971359605456,0.804
"75",-0.442531944681435,-0.255558532499246,0.803971359605456,0.804
"76",0.25932987936416,0.071969514345252,0.803971359605456,0.804
"77",-0.433739301219713,-0.620890754016106,0.803971359605456,0.804
"78",1.04778003325356,0.860700059046561,0.803971359605456,0.804
"79",0.201344957733486,0.0140348684605877,0.803971359605456,0.804
"80",-0.339251750628541,-0.151560953645378,0.803971359605456,0.804
"81",-0.406012217601235,-0.218578216351293,0.803971359605456,0.804
"82",-0.130369387875411,0.0568811855586057,0.803971359605456,0.804
"83",-0.159726158967846,0.0274571798827276,0.803971359605456,0.804
"84",-0.290565386913076,-0.103393729366655,0.803971359605456,0.804
"85",-0.228892912752018,-0.416357659712734,0.803971359605456,0.804
"86",-0.328936178055604,-0.141678795086822,0.803971359605456,0.804
"87",2.68611894150302,2.30260725917503,0.803971359605456,0.804
"88",-0.346719113328152,-0.159617806663657,0.803971359605456,0.804
"89",-0.4551463765864,-0.267694725115479,0.803971359605456,0.804
"90",0.109444010589378,-0.077745966979652,0.803971359605456,0.804
"91",5.0172034206604,4.82964726150254,0.803971359605456,0.804
"92",0.515596891824795,0.306045579989583,0.803971359605456,0.804
"93",-0.222626124885478,-0.0351431275732316,0.803971359605456,0.804
"94",1.20772410773346,1.02049348376667,0.803971359605456,0.804
"95",-0.302163071003203,-0.114684105883356,0.803971359605456,0.804
"96",1.13607989355391,0.948873272476018,0.803971359605456,0.804
"97",0.491215374766746,0.503019232414314,0.803971359605456,0.804
"98",2.41875499743443,2.23169103685283,0.803971359605456,0.804
"99",0.390032484796222,0.202710937121761,0.803971359605456,0.804
"100",-0.0939981605314168,-0.164640243253135,0.803971359605456,0.804
"101",0.703487611788026,0.516212759445747,0.803971359605456,0.804
"102",0.232445508703225,0.419759189871851,0.803971359605456,0.804
"103",-0.390255074522376,-0.437969495924509,0.803971359605456,0.804
"104",-0.047054921668343,0.140348942776225,0.803971359605456,0.804
"105",-0.0367980225539624,0.1504981724575,0.803971359605456,0.804
"106",-0.216668105064411,-0.404035159893912,0.803971359605456,0.804
"107",1.19792958265898,-0.113438805691548,0.803971359605456,0.804
"108",0.563997220340379,0.751523989459866,0.803971359605456,0.804
"109",-0.252202493134026,-0.24437156187253,0.803971359605456,0.804
"110",-0.485011018536862,-0.297794631724574,0.803971359605456,0.804
"111",-0.349775517996725,-0.162823522799332,0.803971359605456,0.804
"112",-0.305067780318085,-0.117873534963341,0.803971359605456,0.804
"113",-0.208414951646209,-0.395793033070564,0.803971359605456,0.804
"114",-0.111690321836883,0.0757850497731704,0.803971359605456,0.804
"115",-0.0279511981031093,0.159003337816099,0.803971359605456,0.804
"116",-0.45519216000064,-0.321022531020109,0.803971359605456,0.804
"117",0.429079686944932,-0.208248884405524,0.803971359605456,0.804
"118",-0.368407107847104,-0.250556967660774,0.803971359605456,0.804
"119",-0.471325477330881,-0.40003341486636,0.803971359605456,0.804
"120",-0.473280988512944,-0.320969943076481,0.803971359605456,0.804
"121",-0.456060365055335,-0.268895474247248,0.803971359605456,0.804
"122",-0.45039879614421,-0.254559847564454,0.803971359605456,0.804
"123",-0.405067987308742,-0.333660596670828,0.803971359605456,0.804
"124",-0.327529527356202,-0.486447585122111,0.803971359605456,0.804
"125",-0.467461598635101,-0.28054801146715,0.803971359605456,0.804
"126",-0.101369054333613,0.0857830210450709,0.803971359605456,0.804
"127",0.188004368997945,0.0405182327685304,0.803971359605456,0.804
"128",-0.0939848162793238,-0.281173496162256,0.803971359605456,0.804
"129",-0.058321470934251,-0.296858641456712,0.803971359605456,0.804
"130",-0.373109548838744,-0.403737955766136,0.803971359605456,0.804
"131",-0.296836151586801,-0.474942180603765,0.803971359605456,0.804
"132",-0.500410836483435,-0.313199990889874,0.803971359605456,0.804
"133",-0.212871388450033,-0.0257123922198338,0.803971359605456,0.804
"134",0.063199830547661,0.0369934017149342,0.803971359605456,0.804
"135",0.0460172071833163,-0.0241091178470504,0.803971359605456,0.804
"136",0.481714916850778,-0.299670239161916,0.803971359605456,0.804
"137",-0.294122123562978,-0.259071876046224,0.803971359605456,0.804
"138",-0.4448832381944,-0.257591367067716,0.803971359605456,0.804
"139",-0.374667496411687,-0.187611467441972,0.803971359605456,0.804
"140",-0.352703223751491,-0.30329312444292,0.803971359605456,0.804
"141",0.0407922346580869,-0.265083352587286,0.803971359605456,0.804
"142",-0.475658538517437,-0.288629500863013,0.803971359605456,0.804
"143",-0.461205022594578,-0.314873094363126,0.803971359605456,0.804
"144",-0.440269516297172,-0.289832487141272,0.803971359605456,0.804
"145",-0.229580057503821,-0.416870367301787,0.803971359605456,0.804
"146",-0.494690001621084,-0.307362124873979,0.803971359605456,0.804
"147",-0.439317126376871,-0.626466233916478,0.803971359605456,0.804
"148",-0.353463290298033,-0.165914112203101,0.803971359605456,0.804
